hESC_chr1_2500000	-0.030002	-0.014667	-0.021444	0.002710	0.022303	0.040580	-0.006751	0.009828	0.031975	-0.012887
hESC_chr1_3500000	-0.031010	-0.014712	-0.023310	0.003993	0.019556	0.042044	-0.005785	0.008594	0.032568	-0.014167
hESC_chr1_5500000	-0.031585	-0.012418	-0.026815	0.015564	0.014714	0.043126	-0.019427	0.013534	0.035083	-0.011146
hESC_chr1_6500000	-0.033735	-0.014510	-0.026883	0.011687	0.013850	0.042832	-0.007398	0.008089	0.030953	-0.008704
hESC_chr1_7500000	-0.032649	-0.013005	-0.028652	0.015038	0.009233	0.043214	-0.008014	0.010725	0.035301	-0.009443
hESC_chr1_8500000	-0.033744	-0.013449	-0.028786	0.014502	0.007838	0.042844	-0.009178	0.008794	0.034894	-0.007978
hESC_chr1_10500000	-0.033796	-0.014702	-0.026162	0.010797	0.013139	0.041382	-0.006943	0.007058	0.031977	-0.006146
hESC_chr1_11500000	-0.033162	-0.015444	-0.024473	0.006190	0.018392	0.042182	-0.005206	0.008043	0.034234	-0.008083
hESC_chr1_12500000	-0.031681	-0.013353	-0.025552	0.012589	0.017175	0.042831	-0.015767	0.012384	0.035142	-0.007443
hESC_chr1_14500000	-0.030935	-0.011930	-0.024322	0.017242	0.017060	0.040278	-0.030063	0.015943	0.032550	-0.009233
hESC_chr1_18500000	-0.033956	-0.014840	-0.026676	0.009630	0.013506	0.043223	-0.006823	0.008597	0.031969	-0.008526
hESC_chr1_21500000	-0.033841	-0.015026	-0.025743	0.008461	0.014070	0.042522	-0.007368	0.007726	0.032641	-0.007621
hESC_chr1_23500000	-0.034466	-0.015517	-0.025628	0.007878	0.014470	0.042251	-0.006199	0.006814	0.032255	-0.008562
hESC_chr1_25500000	-0.034154	-0.015473	-0.024628	0.008182	0.015146	0.039201	-0.005235	0.007667	0.031195	-0.006418
