mESC_chr4_154500000	-0.034947	-0.029504	-0.016369	-0.005234	0.035624	0.015800	0.002921	-0.000751	-0.012739	0.004037
mESC_chr4_153500000	-0.034734	-0.028781	-0.016353	0.000091	0.030932	0.016406	0.000385	-0.000807	-0.016426	0.010660
mESC_chr4_152500000	-0.033696	-0.026822	-0.014290	0.005607	0.020168	0.014317	-0.005721	-0.004899	-0.023153	0.023990
mESC_chr4_151500000	-0.035135	-0.029404	-0.016115	-0.003385	0.032417	0.016565	0.001526	-0.002084	-0.013312	0.008983
mESC_chr4_150500000	-0.035337	-0.029460	-0.015072	-0.004614	0.030484	0.014794	0.001007	-0.003384	-0.014230	0.009142
mESC_chr4_149500000	-0.035613	-0.030092	-0.014234	-0.010788	0.031644	0.015451	0.002925	-0.004769	-0.012278	0.002486
mESC_chr4_148500000	-0.035093	-0.029661	-0.015304	-0.008376	0.034516	0.014026	0.004226	-0.001876	-0.013132	0.002248
mESC_chr4_147500000	-0.033931	-0.028724	-0.017032	-0.003910	0.037944	0.015530	0.003798	0.001140	-0.015005	0.003261
mESC_chr4_144500000	-0.020382	0.016937	-0.044855	0.039369	-0.028075	-0.003472	-0.010499	0.032142	-0.135652	0.026406
mESC_chr4_142500000	-0.022918	0.006704	-0.043064	0.062593	-0.015135	0.003146	-0.005115	0.025796	-0.114731	0.018311
mESC_chr4_139500000	-0.034447	-0.028985	-0.014568	-0.007668	0.032008	0.015393	0.002370	-0.005718	-0.017855	0.006543
mESC_chr4_137500000	-0.034485	-0.029276	-0.011051	-0.018488	0.027490	0.014271	0.004207	-0.010291	-0.014714	0.003050
mESC_chr4_136500000	-0.034820	-0.029264	-0.010242	-0.018037	0.023996	0.013838	0.004359	-0.011557	-0.016529	0.008915
mESC_chr4_134500000	-0.035385	-0.029774	-0.009438	-0.020776	0.022685	0.014177	0.004851	-0.013274	-0.015795	0.005012
mESC_chr4_132500000	-0.034866	-0.029307	-0.008723	-0.022259	0.022171	0.013396	0.005070	-0.012438	-0.019780	0.002922
mESC_chr4_131500000	-0.034726	-0.028639	-0.008629	-0.016480	0.018229	0.013784	0.003044	-0.012697	-0.023543	0.013781
